,community1,community2,edges
1574,3,2099,4
1575,3,2103,2
1576,3,2108,2
1577,3,230,3
1578,3,2113,2
1579,3,2114,1
1580,3,2117,1
1581,3,2118,1
1582,3,2120,19
1583,3,1828,1
1584,3,2121,1
1585,3,2124,1
1586,3,2126,1
1587,3,2131,3
1588,3,2132,2
1589,3,513,1
1590,3,2383,2
1591,3,2138,1
1592,3,1731,1
1593,3,88,1
1594,3,2143,1
1595,3,1483,1
1596,3,2355,1
1597,3,2145,1
1598,3,2146,2
1599,3,2148,1
1600,3,2151,1
1601,3,2158,1
1602,3,2159,3
1603,3,2163,1
1604,3,2168,4
1605,3,2169,3
1606,3,2185,4
1607,3,2189,1
1608,3,2195,1
1609,3,2199,2
1610,3,1119,1
1611,3,2201,4
1612,3,2203,2
1613,3,2205,2
1614,3,2208,1
1615,3,2212,3
1616,3,2214,1
1617,3,2218,4
1618,3,2221,5
1619,3,2223,1
1620,3,2226,1
1621,3,2227,4
1622,3,2239,1
1623,3,2091,1
1624,3,2242,3
1625,3,2249,5
1626,3,2010,1
1627,3,1195,2
1628,3,2251,1
1629,3,725,2
1630,3,2257,3
1631,3,2258,2
1632,3,2260,1
1633,3,2261,5
1634,3,2268,3
1635,3,2269,2
1636,3,2275,4
1637,3,2279,1
1638,3,2282,2
1639,3,2283,3
1640,3,2287,1
1641,3,2492,1
1642,3,2296,3
1643,3,2297,6
1644,3,2300,1
1645,3,2305,1
1646,3,2432,5
1647,3,1112,1
1648,3,2319,1
1649,3,2323,1
1650,3,2325,1
1651,3,2327,3
1652,3,2328,2
1653,3,2334,5
1654,3,1283,1
1655,3,2336,1
1656,3,2337,1
1657,3,2527,4
1658,3,2451,1
1659,3,2343,1
1660,3,2346,2
1661,3,2347,4
1662,3,2351,1
1663,3,503,1
1664,3,2352,1
1665,3,2353,3
1666,3,2354,1
1667,3,2357,2
1668,3,2364,2
1669,3,2365,4
1670,3,2366,1
1671,3,2367,1
1672,3,2371,1
1673,3,2376,2
1674,3,2381,6
1675,3,2384,1
1676,3,2385,2
1677,3,2390,1
1678,3,2392,1
1679,3,2401,1
1680,3,2404,1
1681,3,2407,2
1682,3,2409,2
1683,3,604,1
1684,3,2414,1
1685,3,2421,2
1686,3,2422,5
1687,3,2423,1
1688,3,2253,2
1689,3,2424,1
1690,3,2428,3
1691,3,2434,1
1692,3,2437,2
1693,3,1188,1
1694,3,2440,2
1695,3,2443,1
1696,3,2194,1
1697,3,2444,1
1698,3,2448,2
1699,3,2449,1
1700,3,2453,1
1701,3,2462,2
1702,3,2465,1
1703,3,2470,4
1704,3,2472,1
1705,3,2473,1
1706,3,526,1
1707,3,2477,1
1708,3,2481,1
1709,3,1879,1
1710,3,2482,3
1711,3,2488,1
1712,3,2489,1
1713,3,2493,1
1714,3,2500,1
1715,3,1808,1
1716,3,2507,2
1717,3,2514,2
1718,3,2520,2
1719,3,2521,2
1720,3,1453,1
1721,3,2528,2
1722,3,2540,1
1723,3,2306,1
1724,3,2547,1
1725,3,2549,2
1726,3,2550,1
1727,3,2627,2
1728,3,2554,2
1729,3,2564,3
1730,3,2556,1
1731,3,2060,1
1732,3,2569,2
1733,3,2313,1
1734,3,2578,4
1735,3,735,2
1736,3,2585,1
1737,3,2008,1
1738,3,2598,1
1739,3,1902,1
1740,3,61,1
1741,3,2610,33
1742,3,2616,1
1743,3,2618,4
1744,3,2625,1
1745,3,2628,2
1746,3,2555,1
1747,3,2635,1
1748,3,1168,1
1749,49,56,218767
1750,49,55,59995
1751,49,120,22852
1752,49,6,1680
1753,49,17,12345
1754,49,23,9841
1755,49,43,37089
1756,49,102,31019
1757,49,12,14718
1758,49,28,14908
1759,49,104,22964
1760,49,127,10682
1761,49,8,4771
1762,49,83,1839
1763,49,66,12722
1764,49,42,2554
1765,49,4,3496
1766,49,664,4654
1767,49,141,1757
1768,49,34,16206
1769,49,399,1530
1770,49,69,5322
1771,49,72,7207
1772,49,175,2117
1773,49,313,173
1774,49,5,3881
1775,49,18,4197
1776,49,117,1454
1777,49,158,364
1778,49,67,1979
1779,49,15,4277
1780,49,1254,6648
1781,49,60,2108
1782,49,105,2649
1783,49,89,559
1784,49,206,507
1785,49,90,1176
1786,49,81,1025
1787,49,10,1244
1788,49,182,3
1789,49,14,367
1790,49,172,374
1791,49,26,627
1792,49,177,272
1793,49,466,296
1794,49,94,126
1795,49,84,230
1796,49,441,190
1797,49,109,94
1798,49,76,272
1799,49,96,366
1800,49,51,882
1801,49,784,1047
1802,49,1590,80
1803,49,25,1631
1804,49,599,1931
1805,49,445,1153
1806,49,1081,22
1807,49,22,97
1808,49,98,214
1809,49,498,450
1810,49,131,432
1811,49,24,961
1812,49,197,310
1813,49,82,334
1814,49,1087,1
1815,49,801,249
1816,49,638,93
1817,49,11,91
1818,49,269,185
1819,49,85,472
1820,49,30,897
1821,49,73,91
1822,49,33,32
1823,49,1522,2
1824,49,99,1
1825,49,77,133
1826,49,31,67
1827,49,220,3
1828,49,20,49
1829,49,113,474
1830,49,371,12
1831,49,237,38
1832,49,1508,35
1833,49,2160,3
1834,49,380,1
1835,49,71,111
1836,49,2061,4
1837,49,895,4
1838,49,1483,2
1839,49,144,1
1840,49,533,1
1841,49,1273,11
1842,49,19,19
1843,49,428,48
1844,49,171,96
1845,49,78,110
1846,49,257,6
1847,49,9,144
1848,49,1481,2
1849,49,137,3
1850,49,368,1
1851,49,265,8
1852,49,160,28
1853,49,164,2
1854,49,2231,2
1855,49,1935,4
1856,49,429,7
1857,49,1411,2
1858,49,1032,1
1859,49,13,46
1860,49,32,6
1861,49,896,2
1862,49,2527,12
1863,49,2136,1
1864,49,2564,2
1865,49,693,7
1866,49,1398,2
1867,49,1795,5
1868,49,633,121
1869,49,36,9
1870,49,37,7
1871,49,38,2
1872,49,1467,1
1873,49,41,2
1874,49,58,32
1875,49,1666,2
1876,49,2415,1
1877,49,1425,1
1878,49,975,2
1879,49,886,1
1880,49,203,12
1881,49,627,55
1882,49,299,3
1883,49,1748,6
1884,49,1822,4
1885,49,63,1
1886,49,1047,1
1887,49,196,2
1888,49,146,1
1889,49,490,115
1890,49,65,2
1891,49,2147,1
1892,49,2004,2
1893,49,966,11
1894,49,74,2
1895,49,1806,2
1896,49,300,3
1897,49,1191,14
1898,49,367,1
1899,49,254,4
1900,49,1573,8
1901,49,2238,1
1902,49,1427,1
1903,49,92,2
1904,49,1696,8
1905,49,93,2
1906,49,128,4
1907,49,617,3
1908,49,95,1
1909,49,97,1
1910,49,194,2
1911,49,2253,3
1912,49,111,1
1913,49,1115,1
1914,49,779,3
1915,49,1713,4
1916,49,112,2
1917,49,115,2
1918,49,118,2
1919,49,119,3
1920,49,469,5
1921,49,121,1
1922,49,714,5
1923,49,588,3
1924,49,1680,33
1925,49,130,1
1926,49,179,3
1927,49,134,2
1928,49,135,1
1929,49,1317,1
1930,49,516,3
1931,49,138,1
1932,49,515,2
1933,49,983,3
1934,49,140,2
1935,49,496,2
1936,49,1224,1
1937,49,148,2
1938,49,151,1
1939,49,403,2
1940,49,154,3
1941,49,471,1
1942,49,155,1
1943,49,207,2
1944,49,156,1
1945,49,159,2
1946,49,978,37
1947,49,161,1
1948,49,163,2
1949,49,166,1
1950,49,201,7
1951,49,167,1
1952,49,1886,1
1953,49,176,3
1954,49,219,2
1955,49,181,1
1956,49,454,2
1957,49,1894,1
1958,49,188,1
1959,49,190,1
1960,49,191,2
1961,49,193,1
1962,49,577,5
1963,49,198,2
1964,49,200,1
1965,49,2052,5
1966,49,1565,3
1967,49,205,4
1968,49,170,6
1969,49,487,5
1970,49,382,4
1971,49,1308,10
1972,49,208,1
1973,49,524,1
1974,49,215,10
1975,49,217,1
1976,49,221,1
1977,49,185,1
1978,49,306,1
1979,49,227,2
1980,49,228,1
1981,49,229,1
1982,49,232,1
1983,49,916,1
1984,49,239,8
1985,49,240,1
1986,49,241,2
1987,49,1154,2
1988,49,431,3
1989,49,879,2
1990,49,264,1
1991,49,267,2
1992,49,271,1
1993,49,273,1
1994,49,699,1
1995,49,1991,1
1996,49,275,4
1997,49,858,2
1998,49,276,2
1999,49,277,1
2000,49,556,2
2001,49,1306,5
2002,49,278,2
2003,49,990,2
2004,49,280,2
2005,49,281,2
2006,49,359,2
2007,49,283,3
2008,49,1451,1
2009,49,284,2
2010,49,286,1
2011,49,288,1
2012,49,289,2
2013,49,294,1
2014,49,2419,2
2015,49,1357,4
2016,49,296,1
2017,49,298,1
2018,49,303,1
2019,49,304,2
2020,49,811,1
2021,49,307,1
2022,49,308,1
2023,49,309,1
2024,49,1215,5
2025,49,316,1
2026,49,1996,4
2027,49,320,1
2028,49,321,1
2029,49,324,1
2030,49,731,1
2031,49,328,3
2032,49,332,1
2033,49,335,1
2034,49,336,1
2035,49,337,2
2036,49,988,2
2037,49,350,1
2038,49,355,1
2039,49,357,13
2040,49,358,1
2041,49,362,3
2042,49,379,11
2043,49,780,3
2044,49,383,1
2045,49,386,5
2046,49,234,1
2047,49,389,2
2048,49,392,1
2049,49,394,1
2050,49,395,10
2051,49,397,1
2052,49,414,4
2053,49,400,2
2054,49,407,1
2055,49,408,1
2056,49,410,4
2057,49,1531,2
2058,49,421,1
2059,49,422,4
2060,49,426,4
2061,49,427,8
2062,49,432,2
2063,49,433,3
2064,49,434,1
2065,49,438,2
2066,49,1222,1
2067,49,439,4
2068,49,1057,5
2069,49,1842,1
2070,49,447,2
2071,49,450,10
2072,49,452,1
2073,49,259,1
2074,49,455,1
2075,49,459,1
2076,49,460,4
2077,49,462,2
2078,49,463,1
2079,49,451,1
2080,49,125,1
2081,49,472,2
2082,49,475,1
2083,49,477,2
2084,49,482,6
2085,49,486,3
2086,49,488,1
2087,49,2274,2
2088,49,2065,2
2089,49,491,1
2090,49,494,1
2091,49,505,4
2092,49,507,4
2093,49,512,2
2094,49,572,1
2095,49,518,5
2096,49,1597,4
2097,49,1518,5
2098,49,523,1
2099,49,528,2
2100,49,534,1
2101,49,535,1
2102,49,537,1
2103,49,405,1
2104,49,1177,2
2105,49,554,2
2106,49,1494,4
2107,49,555,5
2108,49,561,2
2109,49,562,2
2110,49,567,1
2111,49,574,1
2112,49,538,3
2113,49,1085,1
2114,49,578,2
2115,49,580,1
2116,49,585,1
2117,49,1086,1
2118,49,589,1
2119,49,591,1
2120,49,594,2
2121,49,595,1
2122,49,596,1
2123,49,1567,3
2124,49,319,1
2125,49,602,1
2126,49,604,1
2127,49,607,3
2128,49,612,6
2129,49,101,5
2130,49,623,1
2131,49,624,1
2132,49,1687,2
2133,49,1107,4
2134,49,630,2
2135,49,631,1
2136,49,635,1
2137,49,637,2
2138,49,643,1
2139,49,644,1
2140,49,647,1
2141,49,651,2
2142,49,652,4
2143,49,653,2
2144,49,654,4
2145,49,603,1
2146,49,665,1
2147,49,323,2
2148,49,667,1
2149,49,673,2
2150,49,677,4
2151,49,678,3
2152,49,681,5
2153,49,684,1
2154,49,1029,1
2155,49,790,1
2156,49,686,4
2157,49,729,2
2158,49,1979,1
2159,49,690,2
2160,49,694,1
2161,49,68,2
2162,49,704,1
2163,49,1113,2
2164,49,706,1
2165,49,1672,4
2166,49,713,2
2167,49,715,2
2168,49,716,1
2169,49,2370,2
2170,49,1192,4
2171,49,757,5
2172,49,721,2
2173,49,724,2
2174,49,726,2
2175,49,727,3
2176,49,728,1
2177,49,736,1
2178,49,739,8
2179,49,740,1
2180,49,745,1
2181,49,747,1
2182,49,735,4
2183,49,756,3
2184,49,760,1
2185,49,761,1
2186,49,763,1
2187,49,765,2
2188,49,767,1
2189,49,771,1
2190,49,796,1
2191,49,781,2
2192,49,722,1
2193,49,789,2
2194,49,391,1
2195,49,1385,1
2196,49,2137,1
2197,49,798,2
2198,49,1017,6
2199,49,809,1
2200,49,819,2
2201,49,1401,15
2202,49,830,1
2203,49,831,1
2204,49,816,2
2205,49,835,1
2206,49,838,1
2207,49,923,2
2208,49,758,1
2209,49,847,1
2210,49,852,1
2211,49,854,2
2212,49,855,2
2213,49,1068,1
2214,49,859,1
2215,49,866,1
2216,49,867,1
2217,49,868,2
2218,49,870,7
2219,49,772,3
2220,49,2186,1
2221,49,873,1
2222,49,878,1
2223,49,880,2
2224,49,889,5
2225,49,897,1
2226,49,900,2
2227,49,909,2
2228,49,912,1
2229,49,914,2
2230,49,1473,2
2231,49,915,2
2232,49,919,1
2233,49,920,1
2234,49,1022,1
2235,49,930,2
2236,49,933,1
2237,49,941,1
2238,49,943,2
2239,49,1164,2
2240,49,2101,3
2241,49,956,1
2242,49,958,1
2243,49,1101,1
2244,49,45,2
2245,49,974,2
2246,49,1737,2
2247,49,994,1
2248,49,1001,2
2249,49,1013,2
2250,49,1959,1
2251,49,1018,5
2252,49,1880,1
2253,49,260,1
2254,49,1020,2
2255,49,2228,1
2256,49,1027,1
2257,49,1028,1
2258,49,342,3
2259,49,1031,2
2260,49,1037,2
2261,49,1039,6
2262,49,1045,1
2263,49,2116,2
2264,49,1051,1
2265,49,1053,2
2266,49,1059,1
2267,49,1437,2
2268,49,1258,5
2269,49,1070,2
2270,49,1074,1
2271,49,1143,4
2272,49,1076,2
2273,49,1082,2
2274,49,1093,1
2275,49,1105,1
2276,49,1202,1
2277,49,1110,2
2278,49,1117,1
2279,49,1120,2
2280,49,1124,1
2281,49,1127,2
2282,49,884,1
2283,49,1133,2
2284,49,1134,1
2285,49,1136,1
2286,49,1137,3
2287,49,1139,2
2288,49,1298,2
2289,49,1163,1
2290,49,1166,1
2291,49,1167,1
2292,49,1170,2
2293,49,823,1
2294,49,981,1
2295,49,1183,1
2296,49,881,1
2297,49,1187,4
2298,49,1193,1
2299,49,1203,1
2300,49,1204,1
2301,49,1206,1
2302,49,1208,2
2303,49,1080,1
2304,49,1214,6
2305,49,1219,5
2306,49,1227,2
2307,49,1239,1
2308,49,1243,2
2309,49,1252,2
2310,49,224,1
2311,49,1272,2
2312,49,1286,2
2313,49,1292,1
2314,49,1302,1
2315,49,1314,1
2316,49,1153,1
2317,49,1325,5
2318,49,894,1
2319,49,1329,1
2320,49,1333,1
2321,49,1344,1
2322,49,940,1
2323,49,1363,1
2324,49,1366,1
2325,49,1386,1
2326,49,1387,1
2327,49,1391,2
2328,49,1392,1
2329,49,1562,4
2330,49,1397,1
2331,49,1405,1
2332,49,1406,1
2333,49,1498,2
2334,49,1410,1
2335,49,1413,4
2336,49,1414,2
2337,49,1415,1
2338,49,1421,1
2339,49,1422,1
2340,49,2192,2
2341,49,1429,3
2342,49,1435,2
2343,49,1444,2
2344,49,1445,1
2345,49,1448,2
2346,49,1874,9
2347,49,1459,2
2348,49,1465,2
2349,49,1469,1
2350,49,1472,1
2351,49,1474,1
2352,49,1478,1
2353,49,1484,3
2354,49,1493,3
2355,49,711,2
2356,49,1497,2
2357,49,1510,3
2358,49,2373,2
2359,49,2420,2
2360,49,1523,1
2361,49,1524,2
2362,49,1528,1
2363,49,1529,1
2364,49,1534,1
2365,49,1537,1
2366,49,1514,2
2367,49,1542,2
2368,49,1545,1
2369,49,1551,1
2370,49,2321,4
2371,49,1555,1
2372,49,1556,1
2373,49,1558,1
2374,49,1564,1
2375,49,1966,3
2376,49,1566,1
2377,49,1574,1
2378,49,1577,1
2379,49,1580,1
2380,49,1584,1
2381,49,1588,1
2382,49,1957,1
2383,49,1594,1
2384,49,1595,1
2385,49,1598,2
2386,49,1599,1
2387,49,1603,2
2388,49,750,2
2389,49,1256,2
2390,49,189,1
2391,49,1610,6
2392,49,1337,2
2393,49,1612,2
2394,49,443,1
2395,49,1626,3
2396,49,1628,1
2397,49,1635,1
2398,49,1642,1
2399,49,1645,2
2400,49,2317,5
2401,49,1650,1
2402,49,1659,1
2403,49,1669,2
2404,49,1671,1
2405,49,1999,3
2406,49,1690,2
2407,49,2575,3
2408,49,1677,1
2409,49,1707,1
2410,49,1721,1
2411,49,1722,1
2412,49,1736,1
2413,49,1741,2
2414,49,1743,2
2415,49,1745,1
2416,49,1751,2
2417,49,1756,8
2418,49,1758,2
2419,49,1759,1
2420,49,456,1
2421,49,1761,3
2422,49,1765,1
2423,49,1776,2
2424,49,839,1
2425,49,1782,1
2426,49,1787,1
2427,49,1791,1
2428,49,1797,2
2429,49,2637,1
2430,49,1813,1
2431,49,1819,2
2432,49,969,2
2433,49,934,1
2434,49,1845,1
2435,49,1847,1
2436,49,1740,1
2437,49,696,1
2438,49,1861,1
2439,49,1878,1
2440,49,1926,3
2441,49,1119,1
2442,49,1896,1
2443,49,1901,1
2444,49,1904,2
2445,49,243,3
2446,49,1906,3
2447,49,1913,2
2448,49,1914,1
2449,49,1917,3
2450,49,1930,2
2451,49,1936,2
2452,49,1937,2
2453,49,1943,1
2454,49,1944,1
2455,49,1394,4
2456,49,1967,1
2457,49,629,1
2458,49,935,1
2459,49,1972,1
2460,49,1975,1
2461,49,1978,1
2462,49,2379,2
2463,49,1982,5
2464,49,2560,1
2465,49,1371,1
2466,49,1495,1
2467,49,2011,2
2468,49,2013,1
2469,49,2014,1
2470,49,822,1
2471,49,2026,3
2472,49,2028,2
2473,49,2142,1
2474,49,2048,1
2475,49,2059,2
2476,49,2062,1
2477,49,2071,1
2478,49,2076,1
2479,49,583,1
2480,49,2078,1
2481,49,2087,1
2482,49,2093,2
2483,49,2094,3
2484,49,2105,3
2485,49,2110,4
2486,49,2117,1
2487,49,2118,1
2488,49,2120,7
2489,49,2132,1
2490,49,742,1
2491,49,632,2
2492,49,2152,1
2493,49,2161,2
2494,49,2162,1
2495,49,1637,1
2496,49,2185,3
2497,49,2193,1
2498,49,2199,1
2499,49,812,5
2500,49,2209,2
2501,49,2506,1
2502,49,778,1
2503,49,2243,2
2504,49,1195,1
2505,49,2257,3
2506,49,2275,1
2507,49,527,1
2508,49,2286,2
2509,49,1710,1
2510,49,1872,1
2511,49,2297,2
2512,49,2299,2
2513,49,2306,3
2514,49,2309,1
2515,49,2319,1
2516,49,2320,1
2517,49,2327,1
2518,49,2347,2
2519,49,2352,1
2520,49,2353,1
2521,49,2359,2
2522,49,2363,1
2523,49,2365,2
2524,49,2381,3
2525,49,2384,1
2526,49,2386,1
2527,49,2395,2
2528,49,2576,3
2529,49,2399,2
2530,49,2413,2
2531,49,2414,2
2532,49,331,1
2533,49,2418,1
2534,49,2421,1
2535,49,2428,1
2536,49,2430,1
2537,49,2435,1
2538,49,2439,2
2539,49,2440,2
2540,49,2443,1
2541,49,1454,1
2542,49,2448,1
2543,49,2462,1
2544,49,1604,1
2545,49,2470,1
2546,49,2472,1
2547,49,2481,4
2548,49,2305,1
2549,49,2493,1
2550,49,2500,2
2551,49,2515,1
2552,49,2521,1
2553,49,2526,1
2554,49,2113,1
2555,49,2551,2
2556,49,2082,1
2557,49,2553,1
2558,49,2554,1
2559,49,423,1
2560,49,2572,1
2561,49,2582,1
2562,49,2585,1
2563,49,2589,2
2564,49,2153,1
2565,49,2598,1
2566,49,1980,1
2567,49,1962,1
2568,49,2609,3
2569,49,2618,1
2570,49,2623,1
2571,49,2624,1
2572,49,2633,1
2573,49,1630,1
2574,55,12,12068
2575,55,102,21423
2576,55,56,123664
2577,55,60,2359
2578,55,175,12433
2579,55,18,6498
2580,55,141,9736
2581,55,28,14633
2582,55,43,21705
2583,55,66,5919
2584,55,23,7409
2585,55,4,2829
2586,55,104,25166
2587,55,34,9857
2588,55,17,11131
2589,55,10,1188
2590,55,664,4924
2591,55,158,543
2592,55,127,8875
2593,55,120,18914
2594,55,5,1652
2595,55,69,3417
2596,55,83,1218
2597,55,117,2562
2598,55,81,839
2599,55,15,1603
2600,55,399,1871
2601,55,90,993
2602,55,25,684
2603,55,8,3940
2604,55,89,169
2605,55,1254,3640
2606,55,105,955
2607,55,14,358
2608,55,22,198
2609,55,131,344
2610,55,85,250
2611,55,94,48
2612,55,6,1066
2613,55,98,184
2614,55,466,168
2615,55,37,3
2616,55,172,173
2617,55,72,6637
2618,55,82,216
2619,55,26,235
2620,55,269,77
2621,55,24,846
2622,55,206,532
2623,55,784,2741
2624,55,30,657
2625,55,197,219
2626,55,67,1310
2627,55,445,636
2628,55,42,1114
2629,55,177,69
2630,55,113,212
2631,55,1590,2044
2632,55,20,99
2633,55,96,394
2634,55,247,2
2635,55,51,764
2636,55,71,49
2637,55,1135,2
2638,55,109,253
2639,55,76,232
2640,55,498,125
2641,55,633,1317
2642,55,507,3
2643,55,438,3
2644,55,1219,128
2645,55,9,100
2646,55,801,107
2647,55,77,109
2648,55,599,621
2649,55,371,206
2650,55,638,85
2651,55,1825,2
2652,55,1081,69
2653,55,1508,24
2654,55,441,139
2655,55,13,17
2656,55,302,2
2657,55,84,106
2658,55,2415,1
2659,55,313,65
2660,55,542,2
2661,55,171,300
2662,55,58,25
2663,55,989,1
2664,55,73,79
2665,55,617,3
2666,55,378,5
2667,55,1273,12
2668,55,428,227
2669,55,1874,7
2670,55,1680,550
2671,55,2512,4
2672,55,554,1
2673,55,469,8
2674,55,162,2
2675,55,160,131
2676,55,1053,16
2677,55,790,57
2678,55,19,6
2679,55,11,18
2680,55,1696,31
2681,55,1517,1
2682,55,514,2
2683,55,257,3
2684,55,604,1
2685,55,1467,62
2686,55,1087,5
2687,55,70,2
2688,55,1446,2
2689,55,204,2
2690,55,2052,9
2691,55,1727,1
2692,55,1822,7
2693,55,433,2
2694,55,1183,4
2695,55,903,2
2696,55,1292,2
2697,55,1666,4
2698,55,2127,2
2699,55,711,2
2700,55,241,3
2701,55,1674,1
2702,55,409,6
2703,55,301,6
2704,55,758,7
2705,55,792,1
2706,55,2156,5
2707,55,881,1
2708,55,31,15
2709,55,1101,9
2710,55,330,1
2711,55,237,39
2712,55,1814,1
2713,55,36,4
2714,55,2206,1
2715,55,7,1
2716,55,1057,20
2717,55,2373,2
2718,55,2484,1
2719,55,2573,1
2720,55,78,16
2721,55,708,1
2722,55,33,35
2723,55,858,1
2724,55,627,3
2725,55,2432,1
2726,55,875,3
2727,55,2256,1
2728,55,448,7
2729,55,2235,2
2730,55,1017,80
2731,55,80,1
2732,55,1308,47
2733,55,533,3
2734,55,640,6
2735,55,1310,1
2736,55,1247,12
2737,55,589,1
2738,55,619,3
2739,55,273,4
2740,55,1708,1
2741,55,2622,3
2742,55,537,2
2743,55,490,30
2744,55,143,1
2745,55,140,2
2746,55,1932,1
2747,55,1675,1
2748,55,747,6
2749,55,1880,9
2750,55,2458,1
2751,55,2526,1
2752,55,1191,3
2753,55,1064,5
2754,55,569,1
2755,55,972,7
2756,55,1919,3
2757,55,1165,2
2758,55,194,4
2759,55,1832,1
2760,55,2228,2
2761,55,1393,1
2762,55,780,1
2763,55,1656,9
2764,55,311,2
2765,55,1178,14
2766,55,173,2
2767,55,86,1
2768,55,1007,1
2769,55,1729,2
2770,55,1704,1
2771,55,1215,7
2772,55,87,1
2773,55,994,1
2774,55,375,1
2775,55,568,2
2776,55,878,3
2777,55,825,4
2778,55,551,1
2779,55,827,1
2780,55,940,6
2781,55,387,5
2782,55,2103,2
2783,55,2255,2
2784,55,504,4
2785,55,248,1
2786,55,27,1
2787,55,185,2
2788,55,1977,1
2789,55,258,1
2790,55,2004,1
2791,55,414,2
2792,55,889,2
2793,55,2596,4
2794,55,230,1
2795,55,982,2
2796,55,961,1
2797,55,978,11
2798,55,603,1
2799,55,1589,3
2800,55,1408,1
2801,55,220,3
2802,55,358,2
2803,55,1548,6
2804,55,1022,1
2805,55,1240,8
2806,55,115,1
2807,55,1427,1
2808,55,218,1
2809,55,776,5
2810,55,2542,1
2811,55,1176,3
2812,55,439,1
2813,55,748,1
2814,55,1263,2
2815,55,2236,3
2816,55,1298,2
2817,55,1677,2
2818,55,596,6
2819,55,2027,1
2820,55,1813,4
2821,55,761,2
2822,55,456,1
2823,55,2030,2
2824,55,1319,3
2825,55,582,1
2826,55,1241,1
2827,55,377,2
2828,55,2031,3
2829,55,2241,1
2830,55,996,1
2831,55,629,2
2832,55,32,1
2833,55,610,1
2834,55,333,2
2835,55,479,1
2836,55,1939,6
2837,55,148,2
2838,55,244,1
2839,55,429,2
2840,55,159,5
2841,55,2175,1
2842,55,251,1
2843,55,2326,1
2844,55,2506,3
2845,55,2475,1
2846,55,274,2
2847,55,265,1
2848,55,422,3
2849,55,2627,6
2850,55,1730,2
2851,55,486,12
2852,55,420,3
2853,55,2545,2
2854,55,944,1
2855,55,773,1
2856,55,680,2
2857,55,2624,14
2858,55,1679,8
2859,55,2306,1
2860,55,219,6
2861,55,1177,2
2862,55,1501,1
2863,55,565,1
2864,55,1819,1
2865,55,1593,2
2866,55,709,3
2867,55,1567,2
2868,55,1028,1
2869,55,815,1
2870,55,191,1
2871,55,192,3
2872,55,1068,2
2873,55,415,1
2874,55,557,4
2875,55,739,1
2876,55,2070,1
2877,55,2405,1
2878,55,2128,9
2879,55,418,3
2880,55,2517,1
2881,55,949,1
2882,55,217,2
2883,55,1688,1
2884,55,350,1
2885,55,1735,2
2886,55,826,4
2887,55,2640,1
2888,55,765,2
2889,55,1047,4
2890,55,147,1
2891,55,929,2
2892,55,2017,2
2893,55,236,1
2894,55,240,1
2895,55,965,3
2896,55,359,2
2897,55,710,3
2898,55,1137,2
2899,55,253,1
2900,55,1009,2
2901,55,376,4
2902,55,1451,2
2903,55,1565,10
2904,55,261,1
2905,55,2035,2
2906,55,263,2
2907,55,923,1
2908,55,1524,1
2909,55,267,2
2910,55,1305,1
2911,55,483,1
2912,55,2188,1
2913,55,1996,2
2914,55,2301,1
2915,55,2397,4
2916,55,1306,1
2917,55,723,1
2918,55,1200,4
2919,55,694,1
2920,55,1647,4
2921,55,203,3
2922,55,287,1
2923,55,288,1
2924,55,296,3
2925,55,74,1
2926,55,93,1
2927,55,1199,6
2928,55,306,2
2929,55,823,3
2930,55,308,2
2931,55,1976,2
2932,55,1514,1
2933,55,2592,4
2934,55,573,1
2935,55,355,1
2936,55,357,2
2937,55,999,1
2938,55,650,1
2939,55,373,1
2940,55,2139,2
2941,55,1348,1
2942,55,2168,2
2943,55,2531,2
2944,55,383,1
2945,55,388,2
2946,55,1915,2
2947,55,1258,1
2948,55,511,7
2949,55,1917,2
2950,55,1046,2
2951,55,1487,1
2952,55,1242,1
2953,55,416,2
2954,55,716,1
2955,55,2145,2
2956,55,536,3
2957,55,579,3
2958,55,1470,3
2959,55,1154,1
2960,55,2213,3
2961,55,1683,1
2962,55,2626,8
2963,55,2232,2
2964,55,1002,6
2965,55,1293,4
2966,55,1597,2
2967,55,1032,1
2968,55,531,1
2969,55,405,2
2970,55,2538,2
2971,55,1816,2
2972,55,547,2
2973,55,548,1
2974,55,549,1
2975,55,564,2
2976,55,836,7
2977,55,137,1
2978,55,2492,2
2979,55,583,6
2980,55,2069,6
2981,55,1420,1
2982,55,614,2
2983,55,252,1
2984,55,632,2
2985,55,703,2
2986,55,2271,2
2987,55,807,1
2988,55,981,3
2989,55,658,1
2990,55,2483,2
2991,55,577,1
2992,55,1202,10
2993,55,667,1
2994,55,674,1
2995,55,683,1
2996,55,690,1
2997,55,920,1
2998,55,700,2
2999,55,704,1
3000,55,1297,1
3001,55,713,1
3002,55,738,1
3003,55,751,2
3004,55,764,2
3005,55,937,1
3006,55,2192,2
3007,55,1112,4
3008,55,1777,2
3009,55,1543,1
3010,55,2230,2
3011,55,880,4
3012,55,347,1
3013,55,892,1
3014,55,830,2
3015,55,1652,2
3016,55,1985,1
3017,55,2085,1
3018,55,2313,3
3019,55,844,1
3020,55,1312,1
3021,55,2478,1
3022,55,898,1
3023,55,907,1
3024,55,912,1
3025,55,1473,1
3026,55,919,1
3027,55,927,6
3028,55,951,1
3029,55,962,1
3030,55,1209,1
3031,55,45,1
3032,55,974,1
3033,55,2003,5
3034,55,1296,1
3035,55,1014,2
3036,55,1024,1
3037,55,1034,2
3038,55,1969,2
