,community1,community2,edges
3039,55,1045,2
3040,55,1048,2
3041,55,1069,1
3042,55,1094,2
3043,55,1106,1
3044,55,199,1
3045,55,1115,4
3046,55,1125,1
3047,55,1146,2
3048,55,1394,2
3049,55,1167,1
3050,55,1170,1
3051,55,1403,1
3052,55,1192,2
3053,55,698,1
3054,55,1201,1
3055,55,1443,2
3056,55,1541,2
3057,55,1442,1
3058,55,1667,2
3059,55,1669,1
3060,55,2101,2
3061,55,705,1
3062,55,1304,1
3063,55,1912,2
3064,55,1330,1
3065,55,2338,1
3066,55,1350,1
3067,55,1372,2
3068,55,1381,1
3069,55,1386,3
3070,55,1387,1
3071,55,1388,3
3072,55,1600,1
3073,55,1409,1
3074,55,2265,1
3075,55,1843,1
3076,55,279,1
3077,55,2566,2
3078,55,1164,1
3079,55,733,1
3080,55,1492,1
3081,55,1493,2
3082,55,1499,1
3083,55,1509,2
3084,55,1510,2
3085,55,1520,1
3086,55,1527,2
3087,55,681,1
3088,55,1552,2
3089,55,1555,1
3090,55,718,1
3091,55,1573,1
3092,55,606,1
3093,55,1592,1
3094,55,1596,2
3095,55,644,1
3096,55,1619,1
3097,55,1637,1
3098,55,1654,1
3099,55,1426,1
3100,55,1694,1
3101,55,1695,1
3102,55,2575,4
3103,55,1711,2
3104,55,1728,2
3105,55,1732,1
3106,55,1736,2
3107,55,340,1
3108,55,1761,1
3109,55,1763,1
3110,55,1765,2
3111,55,1235,2
3112,55,1783,1
3113,55,125,1
3114,55,968,1
3115,55,1791,1
3116,55,2252,2
3117,55,1795,2
3118,55,1806,1
3119,55,1998,1
3120,55,1845,2
3121,55,1853,1
3122,55,1143,1
3123,55,1858,3
3124,55,1863,2
3125,55,1865,1
3126,55,1871,2
3127,55,1883,1
3128,55,1119,1
3129,55,1894,1
3130,55,1531,1
3131,55,1948,1
3132,55,1949,1
3133,55,1457,1
3134,55,2426,1
3135,55,2379,1
3136,55,971,1
3137,55,2016,1
3138,55,1913,2
3139,55,2025,6
3140,55,1480,1
3141,55,2048,1
3142,55,2054,3
3143,55,2059,1
3144,55,2076,2
3145,55,2096,4
3146,55,2110,1
3147,55,2140,1
3148,55,1140,1
3149,55,1317,1
3150,55,2201,2
3151,55,2211,3
3152,55,2177,1
3153,55,2242,1
3154,55,2244,1
3155,55,2275,1
3156,55,2309,1
3157,55,398,1
3158,55,2314,2
3159,55,2315,1
3160,55,2343,1
3161,55,2293,3
3162,55,1892,1
3163,55,2642,1
3164,55,840,2
3165,55,2487,1
3166,55,1065,1
3167,55,2360,2
3168,55,2500,1
3169,55,2502,1
3170,55,393,1
3171,55,2556,1
3172,55,423,1
3173,55,1629,1
3174,55,2571,1
3175,55,1089,1
3176,55,2578,4
3177,55,735,1
3178,55,2356,3
3179,55,2608,2
3180,55,2618,1
3181,55,2625,3
3182,55,2628,3
3183,55,1019,3
3184,55,1168,1
3185,55,2393,1
3186,399,23,14
3187,399,56,954
3188,399,12,9192
3189,399,15,17
3190,399,17,35
3191,399,5,20
3192,399,120,174
3193,399,127,59
3194,399,43,200
3195,399,28,99
3196,399,104,126
3197,399,8,9
3198,399,66,24
3199,399,22,142
3200,399,141,74
3201,399,34,92
3202,399,1254,16
3203,399,269,2
3204,399,175,22
3205,399,18,77
3206,399,102,35
3207,399,10,4
3208,399,117,22
3209,399,60,14
3210,399,664,19
3211,399,81,1
3212,399,14,7
3213,399,30,19
3214,399,83,7
3215,399,69,7
3216,399,42,6
3217,399,6,3
3218,399,4,11
3219,399,96,1
3220,399,599,11
3221,399,428,1
3222,399,633,8
3223,399,105,3
3224,399,73,1
3225,399,445,9
3226,399,71,18
3227,399,67,8
3228,399,90,5
3229,399,801,2
3230,399,158,2
3231,399,72,8
3232,399,51,2
3233,399,1508,1
3234,399,113,1
3235,399,76,3
3236,399,144,2
3237,399,197,7
3238,399,109,2
3239,399,26,1
3240,399,160,2
3241,399,1029,2
3242,399,94,1
3243,399,25,1
3244,399,45,2
3245,399,74,2
3246,399,1227,2
3247,399,9,1
3248,56,12,14364
3249,56,10,1748
3250,56,17,10974
3251,56,141,12157
3252,56,102,52745
3253,56,105,4330
3254,56,15,5813
3255,56,117,7928
3256,56,23,9794
3257,56,127,8450
3258,56,28,25029
3259,56,69,1554
3260,56,8,10632
3261,56,34,15409
3262,56,66,57329
3263,56,43,27007
3264,56,104,23654
3265,56,26,1191
3266,56,4,8550
3267,56,269,264
3268,56,175,2954
3269,56,120,13632
3270,56,60,5511
3271,56,81,1524
3272,56,1254,3514
3273,56,72,6055
3274,56,664,7555
3275,56,466,942
3276,56,6,1780
3277,56,158,535
3278,56,801,174
3279,56,89,618
3280,56,325,5
3281,56,42,992
3282,56,83,2087
3283,56,5,3385
3284,56,76,460
3285,56,633,3128
3286,56,98,599
3287,56,90,2349
3288,56,22,205
3289,56,96,206
3290,56,25,1030
3291,56,67,1328
3292,56,177,291
3293,56,18,2520
3294,56,94,214
3295,56,206,556
3296,56,14,484
3297,56,88,3
3298,56,172,91
3299,56,24,720
3300,56,77,185
3301,56,790,117
3302,56,51,564
3303,56,313,407
3304,56,784,574
3305,56,84,113
3306,56,445,676
3307,56,73,113
3308,56,131,922
3309,56,30,803
3310,56,19,82
3311,56,113,320
3312,56,237,31
3313,56,71,163
3314,56,2,4
3315,56,441,143
3316,56,173,2
3317,56,1273,68
3318,56,9,965
3319,56,496,2
3320,56,428,810
3321,56,1508,11
3322,56,20,65
3323,56,1822,6
3324,56,11,224
3325,56,197,273
3326,56,85,347
3327,56,82,393
3328,56,2052,44
3329,56,1590,150
3330,56,109,40
3331,56,498,303
3332,56,78,248
3333,56,638,208
3334,56,333,2
3335,56,364,3
3336,56,365,1
3337,56,972,5
3338,56,2545,3
3339,56,490,38
3340,56,1756,14
3341,56,171,153
3342,56,720,2
3343,56,599,793
3344,56,182,7
3345,56,716,2
3346,56,133,9
3347,56,31,51
3348,56,224,7
3349,56,13,153
3350,56,65,5
3351,56,1490,2
3352,56,1581,1
3353,56,2227,3
3354,56,2123,2
3355,56,2457,4
3356,56,2504,1
3357,56,2048,3
3358,56,257,6
3359,56,37,25
3360,56,1048,3
3361,56,137,8
3362,56,204,2
3363,56,839,19
3364,56,1314,6
3365,56,2192,35
3366,56,70,2
3367,56,935,1
3368,56,21,2
3369,56,62,14
3370,56,1527,4
3371,56,1909,3
3372,56,592,19
3373,56,687,1
3374,56,1308,381
3375,56,74,2
3376,56,1795,5
3377,56,392,8
3378,56,58,16
3379,56,573,2
3380,56,35,5
3381,56,36,6
3382,56,1446,2
3383,56,38,2
3384,56,39,3
3385,56,41,1
3386,56,1081,15
3387,56,1242,4
3388,56,1935,6
3389,56,2049,2
3390,56,359,21
3391,56,203,6
3392,56,276,2
3393,56,632,50
3394,56,1372,3
3395,56,486,27
3396,56,160,217
3397,56,27,2
3398,56,299,4
3399,56,1057,69
3400,56,510,9
3401,56,1007,6
3402,56,107,1
3403,56,429,17
3404,56,978,15
3405,56,286,18
3406,56,747,49
3407,56,1410,1
3408,56,342,1
3409,56,587,7
3410,56,159,5
3411,56,619,1
3412,56,75,5
3413,56,64,1
3414,56,146,1
3415,56,516,2
3416,56,2453,2
3417,56,248,3
3418,56,110,5
3419,56,1017,17
3420,56,1702,2
3421,56,112,2
3422,56,1806,1
3423,56,1864,2
3424,56,1963,2
3425,56,1192,5
3426,56,758,3
3427,56,1420,1
3428,56,575,12
3429,56,1154,11
3430,56,1821,2
3431,56,1774,3
3432,56,1448,5
3433,56,1255,6
3434,56,603,2
3435,56,368,1
3436,56,93,1
3437,56,263,5
3438,56,617,1
3439,56,330,4
3440,56,100,1
3441,56,308,11
3442,56,588,4
3443,56,103,2
3444,56,546,4
3445,56,1092,2
3446,56,1494,13
3447,56,2272,2
3448,56,291,4
3449,56,2536,2
3450,56,114,2
3451,56,836,5
3452,56,115,2
3453,56,1565,24
3454,56,119,1
3455,56,469,3
3456,56,121,2
3457,56,1215,102
3458,56,273,32
3459,56,1111,5
3460,56,411,2
3461,56,805,1
3462,56,714,10
3463,56,126,3
3464,56,343,9
3465,56,130,5
3466,56,187,8
3467,56,1394,11
3468,56,1562,2
3469,56,1880,16
3470,56,2538,13
3471,56,138,3
3472,56,139,4
3473,56,1969,24
3474,56,144,5
3475,56,1018,8
3476,56,1101,18
3477,56,2186,2
3478,56,147,1
3479,56,216,6
3480,56,288,22
3481,56,2156,14
3482,56,195,2
3483,56,398,2
3484,56,154,2
3485,56,33,13
3486,56,136,1
3487,56,422,6
3488,56,156,1
3489,56,1759,3
3490,56,969,3
3491,56,166,2
3492,56,2333,2
3493,56,703,5
3494,56,2159,4
3495,56,1011,2
3496,56,170,19
3497,56,1886,1
3498,56,207,1
3499,56,2153,1
3500,56,178,2
3501,56,179,2
3502,56,1899,1
3503,56,180,2
3504,56,1573,3
3505,56,1467,8
3506,56,188,4
3507,56,189,3
3508,56,1653,3
3509,56,192,1
3510,56,193,1
3511,56,894,3
3512,56,667,14
3513,56,919,2
3514,56,577,9
3515,56,196,1
3516,56,198,1
3517,56,351,2
3518,56,942,2
3519,56,880,11
3520,56,487,11
3521,56,524,2
3522,56,995,2
3523,56,210,2
3524,56,212,3
3525,56,213,1
3526,56,215,8
3527,56,217,7
3528,56,218,1
3529,56,220,3
3530,56,222,3
3531,56,223,3
3532,56,980,4
3533,56,437,3
3534,56,2137,1
3535,56,369,4
3536,56,1047,14
3537,56,849,4
3538,56,228,2
3539,56,279,3
3540,56,2091,11
3541,56,415,9
3542,56,2359,5
3543,56,233,1
3544,56,239,8
3545,56,240,1
3546,56,940,1
3547,56,622,14
3548,56,241,2
3549,56,1601,1
3550,56,244,1
3551,56,176,1
3552,56,2182,7
3553,56,2115,1
3554,56,1398,1
3555,56,294,4
3556,56,249,8
3557,56,250,1
3558,56,1205,10
3559,56,255,1
3560,56,259,4
3561,56,2131,5
3562,56,319,7
3563,56,830,2
3564,56,264,1
3565,56,265,3
3566,56,267,1
3567,56,268,1
3568,56,1460,2
3569,56,2271,1
3570,56,1991,5
3571,56,277,1
3572,56,2059,3
3573,56,556,2
3574,56,80,5
3575,56,297,7
3576,56,897,10
3577,56,1235,18
3578,56,1306,2
3579,56,678,33
3580,56,280,4
3581,56,2003,2
3582,56,281,1
3583,56,282,1
3584,56,283,1
3585,56,1451,5
3586,56,284,2
3587,56,662,10
3588,56,285,2
3589,56,663,2
3590,56,471,1
3591,56,140,2
3592,56,289,1
3593,56,709,1
3594,56,292,2
3595,56,2419,6
3596,56,295,2
3597,56,1752,3
3598,56,296,2
3599,56,1425,1
3600,56,361,2
3601,56,1053,15
3602,56,253,4
3603,56,301,2
3604,56,303,5
3605,56,304,6
3606,56,332,8
3607,56,306,5
3608,56,307,4
3609,56,858,14
3610,56,314,4
3611,56,316,1
3612,56,1094,2
3613,56,1216,1
3614,56,1894,3
3615,56,321,1
3616,56,322,2
3617,56,329,2
3618,56,1218,3
3619,56,331,1
3620,56,967,1
3621,56,335,6
3622,56,337,1
3623,56,371,6
3624,56,988,2
3625,56,2097,3
3626,56,338,1
3627,56,1383,1
3628,56,1495,2
3629,56,32,1
3630,56,1303,1
3631,56,346,1
3632,56,757,1
3633,56,347,2
3634,56,348,4
3635,56,350,1
3636,56,352,2
3637,56,355,2
3638,56,357,28
3639,56,766,2
3640,56,1442,23
3641,56,360,1
3642,56,670,4
3643,56,363,1
3644,56,366,1
3645,56,965,3
3646,56,373,2
3647,56,376,1
3648,56,2110,13
3649,56,380,2
3650,56,780,1
3651,56,383,4
3652,56,386,12
3653,56,302,1
3654,56,389,1
3655,56,634,1
3656,56,1380,1
3657,56,395,3
3658,56,2054,2
3659,56,414,2
3660,56,400,3
3661,56,402,2
3662,56,403,2
3663,56,404,1
3664,56,405,7
3665,56,406,4
3666,56,407,1
3667,56,408,1
3668,56,410,3
3669,56,1531,1
3670,56,412,1
3671,56,416,4
3672,56,417,2
3673,56,685,1
3674,56,419,2
3675,56,424,2
3676,56,425,1
3677,56,426,5
3678,56,2135,3
3679,56,427,9
3680,56,536,10
3681,56,1548,3
3682,56,1239,13
3683,56,431,2
3684,56,432,1
3685,56,433,2
3686,56,2524,2
3687,56,434,1
3688,56,436,2
3689,56,438,1
3690,56,1222,2
3691,56,439,2
3692,56,444,1
3693,56,446,2
3694,56,447,1
3695,56,274,1
3696,56,1931,4
3697,56,1710,2
3698,56,454,1
3699,56,455,10
3700,56,458,5
3701,56,460,1
3702,56,1998,9
3703,56,396,2
3704,56,2624,2
3705,56,1348,4
3706,56,465,5
3707,56,472,1
3708,56,474,1
3709,56,475,1
3710,56,476,4
3711,56,477,3
3712,56,553,7
3713,56,482,3
3714,56,309,3
3715,56,1919,4
3716,56,1191,1
3717,56,506,1
3718,56,508,4
3719,56,1666,2
3720,56,509,1
3721,56,511,2
3722,56,517,2
3723,56,1597,61
3724,56,520,1
3725,56,522,1
3726,56,523,1
3727,56,528,1
3728,56,201,3
3729,56,532,2
3730,56,537,3
3731,56,538,5
3732,56,539,1
3733,56,540,2
3734,56,541,1
3735,56,544,2
3736,56,1846,6
3737,56,547,4
3738,56,549,2
3739,56,555,2
3740,56,560,1
3741,56,561,3
3742,56,562,3
3743,56,563,5
3744,56,567,1
3745,56,572,1
3746,56,1085,2
3747,56,1493,4
3748,56,578,2
3749,56,214,6
3750,56,583,1
3751,56,590,1
3752,56,591,4
3753,56,593,2
3754,56,595,1
3755,56,596,3
3756,56,1567,6
3757,56,815,6
3758,56,601,2
3759,56,607,1
3760,56,608,8
3761,56,610,4
3762,56,917,4
3763,56,612,11
3764,56,832,9
3765,56,615,2
3766,56,618,6
3767,56,623,1
3768,56,627,7
3769,56,631,1
3770,56,636,1
3771,56,637,4
3772,56,640,3
3773,56,644,2
3774,56,646,1
3775,56,649,1
3776,56,651,6
3777,56,652,1
3778,56,653,2
3779,56,2017,3
3780,56,2417,1
3781,56,659,12
3782,56,693,2
3783,56,722,8
3784,56,1294,5
3785,56,665,5
3786,56,323,1
3787,56,101,2
3788,56,1892,7
3789,56,668,2
3790,56,673,2
3791,56,718,1
3792,56,677,1
3793,56,2060,1
3794,56,1680,7
3795,56,679,1
3796,56,681,3
3797,56,682,2
3798,56,729,1
3799,56,689,1
3800,56,878,3
3801,56,1465,25
3802,56,696,1
3803,56,2503,2
3804,56,701,4
3805,56,68,3
3806,56,1113,2
3807,56,707,1
3808,56,1115,2
3809,56,708,5
3810,56,710,2
3811,56,712,1
3812,56,715,3
3813,56,908,4
3814,56,725,3
3815,56,728,2
3816,56,462,2
3817,56,734,1
3818,56,736,1
3819,56,737,1
3820,56,738,1
3821,56,742,2
3822,56,745,1
3823,56,739,1
3824,56,1589,1
3825,56,750,2
3826,56,753,1
3827,56,754,1
3828,56,759,1
3829,56,760,1
3830,56,761,1
3831,56,765,1
3832,56,937,4
3833,56,769,3
3834,56,771,1
3835,56,775,1
3836,56,778,2
3837,56,779,2
3838,56,782,3
3839,56,786,3
3840,56,987,5
3841,56,794,1
3842,56,923,4
3843,56,797,1
3844,56,803,1
3845,56,810,1
3846,56,818,1
3847,56,819,5
3848,56,820,2
3849,56,2350,24
3850,56,824,1
3851,56,825,5
3852,56,826,1
3853,56,827,1
3854,56,829,1
3855,56,2313,2
3856,56,1744,1
3857,56,834,1
3858,56,816,1
3859,56,837,3
3860,56,840,1
3861,56,1342,1
3862,56,2184,1
3863,56,841,1
3864,56,843,2
3865,56,844,2
3866,56,1637,2
3867,56,851,1
3868,56,853,2
3869,56,1068,1
3870,56,656,2
3871,56,857,1
3872,56,859,1
3873,56,866,2
3874,56,2485,1
3875,56,870,3
3876,56,772,1
3877,56,2391,2
3878,56,876,1
3879,56,886,2
3880,56,889,9
3881,56,891,1
3882,56,2458,1
3883,56,2478,1
3884,56,1481,2
3885,56,895,1
3886,56,896,4
3887,56,898,1
3888,56,902,2
3889,56,907,2
3890,56,328,1
3891,56,910,1
3892,56,913,1
3893,56,915,1
3894,56,927,1
3895,56,1415,1
3896,56,941,1
3897,56,945,1
3898,56,951,2
3899,56,952,1
3900,56,956,1
3901,56,959,3
3902,56,961,3
3903,56,963,1
3904,56,966,1
3905,56,971,1
3906,56,973,1
3907,56,983,1
3908,56,984,1
3909,56,985,1
3910,56,989,1
3911,56,993,2
3912,56,749,1
3913,56,1592,3
3914,56,1012,1
3915,56,1959,1
3916,56,1020,3
3917,56,1023,1
3918,56,2228,5
3919,56,1028,1
3920,56,1030,2
3921,56,1034,1
3922,56,1035,1
3923,56,450,2
3924,56,1051,1
3925,56,1058,2
3926,56,1059,1
3927,56,1095,2
3928,56,1064,1
3929,56,1065,1
3930,56,1071,2
3931,56,1078,3
3932,56,2397,2
3933,56,1096,1
3934,56,1103,1
3935,56,1104,1
3936,56,1105,1
3937,56,1107,3
3938,56,2046,3
3939,56,1116,1
3940,56,423,1
3941,56,1125,2
3942,56,884,1
3943,56,1128,2
3944,56,1129,1
3945,56,1133,2
3946,56,1155,1
3947,56,1158,1
3948,56,2506,2
3949,56,1167,1
3950,56,1173,1
3951,56,1175,1
3952,56,1179,3
3953,56,1184,2
3954,56,1187,2
3955,56,1189,7
3956,56,1295,2
3957,56,1278,1
3958,56,2390,1
3959,56,1204,1
3960,56,1206,1
3961,56,1443,4
3962,56,1080,1
3963,56,1213,2
3964,56,1217,1
3965,56,2398,1
3966,56,1226,1
3967,56,1228,1
3968,56,1231,1
3969,56,1236,2
3970,56,1241,1
3971,56,1243,1
3972,56,1248,1
3973,56,1250,1
3974,56,1253,1
3975,56,1258,16
3976,56,1794,1
3977,56,1262,4
3978,56,2167,1
3979,56,1267,3
3980,56,1275,2
3981,56,1292,1
3982,56,1301,1
3983,56,1309,1
3984,56,1310,2
3985,56,1312,2
3986,56,666,1
3987,56,1328,2
3988,56,1329,1
3989,56,1350,2
3990,56,1362,2
3991,56,1367,1
3992,56,1371,2
3993,56,1374,1
3994,56,1387,1
3995,56,1388,1
3996,56,1735,2
3997,56,1391,1
3998,56,1392,3
3999,56,1407,4
4000,56,1408,1
4001,56,1411,7
4002,56,1413,2
4003,56,1414,1
4004,56,1417,2
4005,56,1422,1
4006,56,1423,1
4007,56,1426,1
4008,56,1843,1
4009,56,1431,3
4010,56,1432,2
4011,56,1435,3
4012,56,1444,6
4013,56,1445,1
4014,56,1449,1
4015,56,1454,1
4016,56,1457,1
4017,56,1458,1
4018,56,1459,3
4019,56,2338,1
4020,56,1469,1
4021,56,1474,1
4022,56,1477,1
4023,56,1478,2
4024,56,1480,3
4025,56,733,1
4026,56,1483,4
4027,56,1525,3
4028,56,418,1
4029,56,1492,1
4030,56,1496,2
4031,56,29,2
4032,56,2066,1
4033,56,1514,1
4034,56,1661,1
4035,56,2000,2
4036,56,968,6
4037,56,2420,2
4038,56,1520,1
4039,56,1526,1
4040,56,1981,1
4041,56,1536,2
4042,56,1537,2
4043,56,1538,1
4044,56,1542,2
4045,56,1546,1
4046,56,1551,2
4047,56,2321,1
4048,56,1555,4
4049,56,1556,1
4050,56,1558,1
4051,56,1564,5
4052,56,1574,1
4053,56,1513,1
4054,56,1584,4
4055,56,1591,3
4056,56,1739,2
4057,56,1602,1
4058,56,1607,1
4059,56,1609,1
4060,56,1610,1
4061,56,1612,1
4062,56,1971,8
4063,56,1613,1
4064,56,1614,2
4065,56,1626,1
4066,56,1628,1
4067,56,1629,2
4068,56,1630,2
4069,56,1631,2
4070,56,1639,1
4071,56,1642,1
4072,56,1645,2
4073,56,1646,2
4074,56,1648,1
4075,56,1652,2
4076,56,1654,1
4077,56,1660,2
4078,56,1172,1
4079,56,1663,1
4080,56,1664,1
4081,56,2213,1
4082,56,1641,3
4083,56,1674,1
4084,56,1685,1
4085,56,1697,3
4086,56,1699,1
4087,56,1102,1
4088,56,2575,4
4089,56,1707,3
4090,56,1709,1
4091,56,1219,3
4092,56,1715,1
4093,56,1719,4
4094,56,1724,2
4095,56,336,1
4096,56,1738,2
4097,56,1741,2
4098,56,1747,1
4099,56,1751,2
4100,56,1755,2
4101,56,340,1
4102,56,1758,1
4103,56,1761,3
4104,56,2233,1
4105,56,1768,1
4106,56,2232,3
4107,56,1996,4
4108,56,1780,1
4109,56,514,2
4110,56,1791,1
4111,56,2637,1
4112,56,1804,1
4113,56,1805,4
4114,56,1808,1
4115,56,1810,2
4116,56,1811,1
4117,56,1812,1
4118,56,1813,1
4119,56,1814,3
4120,56,1818,1
4121,56,387,2
4122,56,1586,1
4123,56,1826,2
4124,56,1829,1
4125,56,1833,1
4126,56,1834,8
4127,56,252,1
4128,56,1177,1
4129,56,1874,2
4130,56,1859,1
4131,56,1868,1
4132,56,1871,5
4133,56,1873,4
4134,56,1878,2
4135,56,2160,1
4136,56,1887,1
4137,56,1890,1
4138,56,1896,1
4139,56,1907,1
4140,56,1916,3
4141,56,1924,2
4142,56,1925,2
4143,56,1928,2
4144,56,1930,2
4145,56,1932,1
4146,56,1940,1
4147,56,1944,1
4148,56,1949,1
4149,56,1951,1
4150,56,1968,1
4151,56,629,1
4152,56,2147,1
4153,56,950,1
4154,56,1982,3
4155,56,1986,3
4156,56,1995,2
4157,56,2005,2
4158,56,2008,1
4159,56,2009,1
4160,56,2014,1
4161,56,2196,6
4162,56,822,1
4163,56,2020,1
4164,56,2026,8
4165,56,2028,1
4166,56,2177,4
4167,56,2042,3
4168,56,2053,3
4169,56,2055,2
4170,56,2062,1
4171,56,2069,1
4172,56,2070,2
4173,56,2071,1
4174,56,420,2
4175,56,2081,1
4176,56,2084,2
4177,56,2087,1
4178,56,2089,1
4179,56,2094,3
4180,56,2103,1
4181,56,2104,1
4182,56,2039,1
4183,56,2210,1
4184,56,2112,1
4185,56,2118,3
4186,56,804,1
4187,56,2120,3
4188,56,2121,4
4189,56,842,1
4190,56,1852,1
4191,56,1140,1
4192,56,2145,1
4193,56,108,1
4194,56,2164,1
4195,56,2174,1
4196,56,2139,1
4197,56,1317,1
4198,56,2230,1
4199,56,2199,3
4200,56,812,5
4201,56,2201,1
4202,56,2203,1
4203,56,2205,1
4204,56,2207,1
4205,56,2212,1
4206,56,2214,1
4207,56,388,1
4208,56,2223,1
4209,56,1917,2
4210,56,2249,3
4211,56,2250,2
4212,56,1195,2
4213,56,1337,1
4214,56,2254,1
4215,56,2259,2
4216,56,2261,1
4217,56,2266,1
4218,56,2267,2
4219,56,2273,2
4220,56,2275,1
4221,56,2283,1
4222,56,2296,1
4223,56,2311,1
4224,56,1708,1
4225,56,2328,1
4226,56,2337,4
4227,56,2527,3
4228,56,2341,2
4229,56,2348,1
4230,56,503,2
4231,56,2352,1
4232,56,2353,1
4233,56,2357,1
4234,56,2364,2
4235,56,2365,5
4236,56,2366,1
4237,56,1748,1
4238,56,2392,1
4239,56,2038,1
4240,56,2412,1
4241,56,2421,1
4242,56,2422,1
4243,56,2253,3
4244,56,2431,1
4245,56,2434,1
4246,56,2435,3
4247,56,2443,1
4248,56,2446,2
4249,56,2449,1
4250,56,2459,3
4251,56,2462,1
4252,56,2467,1
4253,56,2468,1
4254,56,2470,1
4255,56,2482,1
4256,56,2486,1
4257,56,2495,2
4258,56,2500,1
4259,56,2505,1
4260,56,2460,1
4261,56,2514,1
4262,56,2521,3
4263,56,2530,1
4264,56,2531,1
4265,56,382,1
4266,56,2549,1
4267,56,2621,3
4268,56,2550,4
4269,56,2627,2
4270,56,2553,3
4271,56,2565,2
4272,56,2569,2
4273,56,2580,2
4274,56,2587,1
4275,56,2589,6
4276,56,2596,1
4277,56,2620,1
4278,56,2609,2
4279,56,2613,1
4280,56,2610,2
4281,56,2622,1
4282,56,2623,1
4283,56,1234,1
4284,56,2626,1
4285,56,2628,1
4286,56,1019,1
4287,56,2518,1
4288,56,2631,1
4289,56,2634,2
4290,56,1168,1
4291,28,127,372
4292,28,102,2144
4293,28,120,1406
4294,28,17,643
4295,28,60,9020
4296,28,66,565
4297,28,15,256
4298,28,26,48
4299,28,104,1542
4300,28,141,1632
4301,28,23,525
4302,28,12,873
4303,28,8,550
4304,28,69,95
4305,28,34,686
4306,28,89,39
4307,28,664,207
4308,28,90,63
4309,28,5,117
4310,28,25,132
4311,28,113,11
4312,28,4,281
4313,28,117,269
4314,28,638,20
4315,28,131,140
4316,28,85,583
4317,28,14,16
4318,28,81,153
4319,28,51,210
4320,28,105,196
4321,28,10,78
4322,28,6,170
4323,28,43,881
4324,28,73,188
4325,28,83,59
4326,28,19,1
4327,28,158,46
4328,28,22,14
4329,28,76,29
4330,28,74,1
4331,28,72,375
4332,28,18,191
4333,28,175,306
4334,28,160,6
4335,28,2085,1
4336,28,42,54
4337,28,37,2
4338,28,82,132
4339,28,1254,148
4340,28,206,24
4341,28,67,48
4342,28,98,13
4343,28,24,25
4344,28,31,1
4345,28,269,10
4346,28,801,10
4347,28,466,8
4348,28,30,46
4349,28,94,3
4350,28,177,16
4351,28,498,10
4352,28,1273,15
4353,28,469,32
4354,28,96,13
4355,28,441,8
4356,28,445,36
4357,28,20,5
4358,28,599,23
4359,28,77,9
4360,28,1590,45
4361,28,172,11
4362,28,577,13
4363,28,197,9
4364,28,11,13
4365,28,58,2
4366,28,784,15
4367,28,84,7
4368,28,1508,13
4369,28,33,2
4370,28,207,1
4371,28,633,92
4372,28,790,1
4373,28,71,3
4374,28,1759,1
4375,28,235,3
4376,28,313,2
4377,28,109,7
4378,28,486,1
4379,28,144,6
4380,28,1086,4
4381,28,371,5
4382,28,428,19
4383,28,637,2
4384,28,836,2
4385,28,171,1
4386,28,191,1
4387,28,2052,4
4388,28,212,2
4389,28,1467,13
4390,28,237,3
4391,28,429,4
4392,28,1512,1
4393,28,257,1
4394,28,475,3
4395,28,267,1
4396,28,369,1
4397,28,1306,1
4398,28,80,2
4399,28,291,1
4400,28,1308,4
4401,28,714,6
4402,28,13,2
4403,28,2059,2
4404,28,355,1
4405,28,407,1
4406,28,418,2
4407,28,422,1
4408,28,274,1
4409,28,454,2
4410,28,1057,2
4411,28,2275,9
4412,28,539,4
4413,28,548,4
4414,28,747,1
4415,28,1192,2
4416,28,1822,3
4417,28,2313,2
4418,28,1744,1
4419,28,1068,1
4420,28,872,1
4421,28,783,1
4422,28,1010,1
4423,28,1063,1
4424,28,1154,1
4425,28,2397,1
4426,28,2345,1
4427,28,1110,1
4428,28,1666,1
4429,28,709,1
4430,28,1350,3
4431,28,1371,1
4432,28,1399,1
4433,28,330,1
4434,28,2475,1
4435,28,1520,2
4436,28,1523,2
4437,28,1542,1
4438,28,1728,1
4439,28,510,1
4440,28,1745,1
4441,28,1795,1
4442,28,1017,1
4443,28,1949,1
4444,28,27,1
4445,28,583,1
4446,28,78,1
4447,28,2417,1
4448,28,2297,1
4449,28,2004,1
4450,28,1680,1
4451,28,2567,1
4452,28,2587,2
4453,28,2624,2
4454,28,1019,1
4455,17,43,2021
4456,17,120,1185
4457,17,34,1710
4458,17,15,540
4459,17,12,3210
4460,17,66,478
4461,17,26,92
4462,17,23,1279
4463,17,69,231
4464,17,102,774
4465,17,81,129
4466,17,60,114
4467,17,14,57
4468,17,158,37
4469,17,117,126
4470,17,206,76
4471,17,105,162
4472,17,83,122
4473,17,94,15
4474,17,67,89
4475,17,90,138
4476,17,24,81
4477,17,8,150
4478,17,664,667
4479,17,5,84
4480,17,18,176
4481,17,127,385
4482,17,6,45
4483,17,141,160
4484,17,22,89
4485,17,89,49
4486,17,4,141
4487,17,784,63
4488,17,104,532
4489,17,72,756
4490,17,10,160
4491,17,1254,196
4492,17,87,2
4493,17,466,44
4494,17,1660,2
4495,17,76,57
4496,17,498,16
4497,17,42,71
4498,17,30,34
4499,17,25,33
4500,17,175,78
4501,17,248,3
4502,17,51,31
4503,17,1996,4
4504,17,9,10
4505,17,269,8
4506,17,801,45
4507,17,11,2
4508,17,113,13
4509,17,599,31
4510,17,98,38
4511,17,956,4
